Address needs to be linked to a Company. Please add a row for Company in the Links table.,La dirección debe estar vinculada a una empresa. Agregue una fila para Compañía en la tabla Vínculos.,
Address of Organizer,Dirección del Organizador,
Address used to determine Tax Category in transactions,Dirección utilizada para determinar la categoría fiscal en las transacciones,
Addresses,Direcciones,
Adjust Asset Value,Adjust Asset Value,
Administrative Expenses,GASTOS DE ADMINISTRACIÓN,
Administrative Officer,Funcionario administrativo,
Administrator,Administrador,
Admission,Admisión,
Admission End Date,Fecha de finalización de la admisión,
Admission End Date should be greater than Admission Start Date.,La fecha de finalización de la admisión debe ser mayor que la fecha de inicio de la admisión.,
Admission Instruction,Instrucción de admisión,
Admission Order Details,Detalles del pedido de admisión,
Admission Ordered For,Admisión ordenada para,
Admission Schedule Date,Fecha del Programa de Admisión,
Admission Scheduled,Admisión Programada,
Admission Service Unit Type,Tipo de unidad de servicio de admisión,
Admission Start Date,Fecha de inicio de la admisión,
Admission and Enrollment,Admisión e Inscripción,
Admissions,Admissions,
Admissions for {0},Admisiones para {0},
Admit,Admitir,
Admitted,Aceptado,
Admitted Datetime,Fecha de Entrada Admitida,
Adults' pulse rate is anywhere between 50 and 80 beats per minute.,La frecuencia de pulso de los adultos está entre 50 y 80 latidos por minuto.,
Advance,Avanzar,
Advance Account,Cuenta anticipada,
Advance Amount,Importe Anticipado,
Advance Paid,Pago Anticipado,
Advance Payments,Pagos adelantados,
Advance TDS account is mandatory for advance TDS deduction,Advance TDS account is mandatory for advance TDS deduction,
Advance Tax Account,Advance Tax Account,
Advance Taxes and Charges,Advance Taxes and Charges,
Advance amount,Importe anticipado,
Advance amount cannot be greater than {0} {1},Cantidad de avance no puede ser mayor que {0} {1},
Advance paid against {0} {1} cannot be greater than Grand Total {2},Advance paid against {0} {1} cannot be greater than Grand Total {2},
Advanced Settings,Ajustes avanzados,
Advances,Anticipos,
Advertising,Publicidad,
Aerospace,Aeroespacial,
After Date,Después de la Fecha,
Afternoon,Tarde,
Against,Contra,
Against Account,Contra la cuenta,
Against Blanket Order,Contra la Orden general,
Against Customer Order {0} dated {1},Against Customer Order {0} dated {1},
Against Default Supplier,Contra proveedor predeterminado,
Against Delivery Note Item,Contra el artículo de la nota de entrega,
Against Docname,Contra Docname,
Against Doctype,Contra 'DocType',
Against Document Detail No,Contra documento No.,
Against Document No,Contra el Documento No,
Against Expense Account,Contra la Cuenta de Gastos,
Against Income Account,Contra cuenta de ingresos,
Against Inpatient Medication Order,Contra la orden de medicación para pacientes hospitalizados,
Against Inpatient Medication Order Entry,Contra la entrada de pedidos de medicamentos para pacientes hospitalizados,
Against Journal Entry {0} does not have any unmatched {1} entry,El asiento contable {0} no tiene ninguna entrada {1} que vincular,
Against Journal Entry {0} is already adjusted against some other voucher,El asiento contable {0} ya se encuentra ajustado contra el importe de otro comprobante,
Against Loan,Against Loan,
Against Loan:,Contra préstamo:,
Against Sales Invoice,Contra la factura de venta,
Against Sales Invoice Item,Contra la factura de venta del producto,
Against Sales Order,Contra la orden de venta,
Against Sales Order Item,Contra la orden de venta del producto,
Against Stock Entry,Contra entrada de stock,
Against Supplier Invoice {0} dated {1},Contra factura de proveedor {0} con fecha{1},
Against Voucher,Contra comprobante,
Against Voucher Type,Tipo de comprobante,
Age,Edad,
Age (Days),Edad (Días),
Ageing Based On,Antigüedad basada en,
Ageing Range 1,Rango de antigüedad 1,
Ageing Range 2,Rango de antigüedad 2,
Ageing Range 3,Rango de antigüedad 3,
Ageing Range 4,Rango de envejecimiento 4,
Agenda,Agenda,
Agent Busy Message,Agent Busy Message,
Agent Details,Detalles del agente,
Agent Group,Agent Group,
Agent Unavailable Message,Agent Unavailable Message,
Agents,Agentes,
Agreement Details,Detalles del acuerdo,
Agriculture,Agricultura,
Agriculture (beta),Agricultura (beta),
Agriculture Analysis Criteria,Criterios de análisis de agricultura,
Agriculture Manager,Gerente de Agricultura,
Agriculture Task,Tarea de Agricultura,
Agriculture User,Usuario de Agricultura,
Airline,Línea aérea,
Ajuste por Inflacion,Ajuste por Inflacion,
Alcohol Consumption (Past),Consumo de alcohol (pasado),
Alcohol Consumption (Present),Consumo de alcohol (presente),
Alcohol past use,Alcohol past use,
Alcohol use,Alcohol use,
All,Todos,
All Accounts,Todas las cuentas,
All Assessment Groups,Todos los grupos de evaluación,
All BOMs,Todas las listas de materiales,
All Contact,Todos los Contactos,
All Customer Contact,Todos Contactos de Clientes,
All Customer Groups,Todos los grupos de clientes,
All Day,Todo el Día,
All Departments,Todos los departamentos,
All Employee (Active),Todos los Empleados (Activos),
All Healthcare Service Units,Todas las unidades de servicios de salud,
All Item Groups,Todos los grupos de productos,
All Jobs,Todos los trabajos,
All Lead (Open),Todas las Oportunidades (Abiertas),
All Products,Todos los productos,
All Sales Partner Contact,Listado de todos los socios de ventas,
All Sales Person,Todos los vendedores,
All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,Todas las transacciones de venta se pueden etiquetar para múltiples **vendedores** de esta manera usted podrá definir y monitorear objetivos.,
All Student Admissions,Todas las admisiones de estudiantes,
All Supplier Contact,Todos Contactos de Proveedores,
All Supplier Groups,Todos los grupos de proveedores,
All Territories,Todos los territorios,
All Warehouses,Todos los almacenes,
All communications including and above this shall be moved into the new Issue,Todas las comunicaciones incluidas y superiores se incluirán en el nuevo Issue,
All items have already been Invoiced/Returned,Todos los artículos ya han sido facturados / devueltos,
All items have already been transferred for this Work Order.,Todos los artículos ya han sido transferidos para esta Orden de Trabajo.,
All items in this document already have a linked Quality Inspection.,All items in this document already have a linked Quality Inspection.,
All other ITC,Todos los demás ITC,
All the drugs are available with sufficient qty to process this Inpatient Medication Entry.,All the drugs are available with sufficient qty to process this Inpatient Medication Entry.,
All the mandatory Task for employee creation hasn't been done yet.,Las tareas obligatorias para la creación de empleados aún no se han realizado.,
All these items have already been Invoiced/Returned,Todos estos artículos ya han sido facturados / devueltos,
Allergies,Alergias,
"Allergies, Medical and Surgical History","Alergias, Historia Médica y Quirúrgica",
Allerigies,Allerigies,
Allocate,Asignar,
Allocate Advances Automatically (FIFO),Asignar adelantos automáticamente (FIFO),
Allocate Leaves,Asignar hojas,
Allocate Payment Amount,Distribuir el Importe de Pago,
Allocate Payment Based On Payment Terms,Asignar el pago según las condiciones de pago,
Allocated,Numerado,
Allocated Amount,Monto asignado,
Allocated Amount (Company Currency),Allocated Amount (Company Currency),
Allocated Entries,Allocated Entries,
Allocated Leaves,Vacaciones Asignadas,
Allocated amount,Monto asignado,
Allocated amount cannot be greater than unadjusted amount,La cantidad asignada no puede ser mayor que la cantidad no ajustada,
Allocated amount cannot be negative,La cantidad asignada no puede ser negativa,
Allocation,Asignación,
Allocation Expired!,Asignación expirada!,
Allotted Qty,Cantidad asignada,
Allow,Permitir,
Allow Account Creation Against Child Company,Permitir creación de cuenta contra empresa infantil,
Allow Alternative Item,Permitir Producto Alternativo,
Allow Appointments,Permitir Citas,
Allow Blank,Permitir en blanco,
Allow Continuous Material Consumption,Allow Continuous Material Consumption,
Allow Discharge Despite Unbilled Healthcare Services,Allow Discharge Despite Unbilled Healthcare Services,
Allow Encashment,Permitir el Cobro,
Allow Excess Material Transfer,Allow Excess Material Transfer,
Allow In Returns,Permitir devoluciones,
Allow Invoicing for Memberships,Allow Invoicing for Memberships,
Allow Item To Be Added Multiple Times in a Transaction,Permitir que el producto sea añadido varias veces en una transacción,
Allow Item to Be Added Multiple Times in a Transaction,Permitir que el producto sea añadido varias veces en una transacción,
Allow Material Transfer from Delivery Note to Sales Invoice,Permitir Transferencia de material desde la Nota de entrega a la Factura de venta,
Allow Material Transfer from Purchase Receipt to Purchase Invoice,Permitir la Transferencia de material desde el Recibo de compra a la Factura de compra,
Allow Monthly Depreciation,Permitir depreciación mensual,
Allow Multiple Material Consumption,Permitir el Consumo de Material Múltiple,
Allow Multiple Sales Orders Against a Customer's Purchase Order,Permitir múltiples Ordenes de venta contra la Orden de compra de un cliente,
Allow Negative Balance,Permitir Saldo Negativo,
Allow Negative Stock,Permitir Inventario Negativo,
Allow Or Restrict Dimension,Permitir o restringir dimensión,
Allow Overlap,Permitir Superposición,
Allow Overtime,Permitir horas extraordinarias,
Allow Production on Holidays,Permitir producción en días festivos,
Allow Purchase Invoice Creation Without Purchase Order,Permitir la creación de facturas de compra sin orden de compra,
Allow Purchase Invoice Creation Without Purchase Receipt,Permitir la creación de facturas de compra sin recibo de compra,
Allow Rename Attribute Value,Permitir Cambiar el Nombre del Valor del Atributo,
Allow Resetting Service Level Agreement,Permitir restablecer el acuerdo de nivel de servicio,
Allow Resetting Service Level Agreement from Support Settings.,Permitir restablecer el acuerdo de nivel de servicio desde la configuración de soporte.,
Allow Sales Invoice Creation Without Delivery Note,Permitir la creación de Facturas de venta sin Nota de entrega,
Allow Sales Invoice Creation Without Sales Order,Permitir la creación de Facturas de venta sin Orden de venta,
Allow Self Enroll,Permitir autoinscripción,
Allow Stale Exchange Rates,Permitir Tipos de Cambio Obsoletos,
Allow Stock Consumption,Permitir el Consumo de Acciones,
Allow Tax Exemption,Permitir exención de impuestos,
Allow User,Permitir al usuario,
Allow User to Edit Discount,Allow User to Edit Discount,
Allow User to Edit Price List Rate in Transactions,Permitir al usuario editar el precio de lista de precios en las transacciones,
Allow User to Edit Rate,Allow User to Edit Rate,
Allow Users,Permitir que los usuarios,
Allow Zero Rate,Allow Zero Rate,
Allow Zero Valuation Rate,Permitir tasa de valoración cero,
Allow check-out after shift end time (in minutes),Permitir la salida después de la hora de finalización del turno (en minutos),
Allow material consumptions without immediately manufacturing finished goods against a Work Order,Allow material consumptions without immediately manufacturing finished goods against a Work Order,
Allow the following users to approve Leave Applications for block days.,Permitir a los usuarios siguientes aprobar solicitudes de ausencia en días bloqueados.,
Allow transferring raw materials even after the Required Quantity is fulfilled,Allow transferring raw materials even after the Required Quantity is fulfilled,
Allowed Dimension,Dimensiones permitidas,
Allowed To Transact With,Permitido para realizar Transacciones con,
Allowed primary roles are 'Customer' and 'Supplier'. Please select one of these roles only.,Allowed primary roles are 'Customer' and 'Supplier'. Please select one of these roles only.,
Already Published,Ya pubicado,
Already record exists for the item {0},Ya existe un registro para el artículo {0},
"Already set default in pos profile {0} for user {1}, kindly disabled default","Ya se configuró por defecto en el perfil de pos {0} para el usuario {1}, amablemente desactivado por defecto",
Alternate Item,Artículo Alternativo,
Alternate Number,Número Alternativo,
Alternating entries as IN and OUT during the same shift,Alternar entradas como IN y OUT durante el mismo turno,
Alternative Item Code,Código de Artículo Alternativo,
Alternative Item Name,Nombre Alternativo del Artículo,
Alternative item must not be same as item code,El artículo alternativo no debe ser el mismo que el código del artículo,
"Alternatively, you can download the template and fill your data in.","Alternatively, you can download the template and fill your data in.",
Always sync your products from Amazon MWS before synching the Orders details,Sincronice siempre sus productos de Amazon MWS antes de sincronizar los detalles de los pedidos,
